tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
15,250,150,12,15,2,50.5,9.881815,149.66464,4.6610603
15,250,150,12,15,2,75.25,7.3586907,296.42688,4.613512
15,250,150,12,15,2,100.0,6.1325874,471.65424,4.6034937
10,200,150,8,20,2,1.0,1.652589,14.656411,3.854896
10,200,150,8,20,2,25.75,17.148836,39.573315,4.1945004
10,200,150,8,20,2,50.5,17.117147,74.621025,4.025514
10,200,150,8,20,2,75.25,14.499425,129.45264,3.96986
10,200,150,8,20,2,100.0,12.463213,200.67989,3.9806492
10,200,150,16,20,4,1.0,3.050683,13.071454,6.3465996
10,200,150,16,20,4,25.75,10.023202,99.01984,6.1343946
10,200,150,16,20,4,50.5,5.966084,308.60123,5.802509
10,200,150,16,20,4,75.25,4.430192,603.5965,5.655651
10,200,150,16,20,4,100.0,3.7091756,924.10126,5.4552765
15,200,350,16,15,4,1.0,7.73784,10.004656,12.320888
15,200,350,16,15,4,25.75,2.7023573,553.69086,9.248112
15,200,350,16,15,4,50.5,1.7968655,1285.4052,7.2792134
15,200,350,16,15,4,75.25,1.510266,1839.9615,5.87727
15,200,350,16,15,4,100.0,1.4353485,2224.2134,5.0810533
10,250,150,16,20,4,1.0,3.7192962,10.271236,6.080001
10,250,150,16,20,4,25.75,10.680531,88.32286,5.8305426
10,250,150,16,20,4,50.5,6.256742,281.11597,5.5432243
10,250,150,16,20,4,75.25,4.6218634,556.68475,5.4417663
10,250,150,16,20,4,100.0,3.860929,862.2176,5.2982054
15,250,350,8,15,6,1.0,5.8647475,7.107887,6.6345277
15,250,350,8,15,6,25.75,8.966773,113.34721,6.281886
15,250,350,8,15,6,50.5,5.152549,359.85074,5.843502
15,250,350,8,15,6,75.25,3.8773654,683.83014,5.6078763
15,250,350,8,15,6,100.0,3.300299,1023.1805,5.374347
10,250,250,8,20,2,1.0,2.9065123,10.927172,5.054755
10,250,250,8,20,2,25.75,14.181353,58.901062,5.1627827
10,250,250,8,20,2,50.5,9.431456,161.2546,4.793134
10,250,250,8,20,2,75.25,7.1118975,315.19333,4.741067
10,250,250,8,20,2,100.0,5.967834,500.18155,4.750776
15,250,350,16,20,6,1.0,8.609848,8.250683,11.305913
15,250,350,16,20,6,25.75,2.83404,508.75183,8.911588
15,250,350,16,20,6,50.5,1.830463,1197.6107,6.908845
15,250,350,16,20,6,75.25,1.538014,1724.4147,5.6093874
15,250,350,16,20,6,100.0,1.47004,2093.558,4.8981724
10,250,250,12,20,4,1.0,4.1570826,10.6548395,7.0494576
10,250,250,12,20,4,25.75,7.7070303,136.76953,6.5150766
10,250,250,12,20,4,50.5,4.5818543,423.64337,6.1174493
10,250,250,12,20,4,75.25,3.4871554,791.5633,5.838085
10,250,250,12,20,4,100.0,2.982062,1161.4523,5.512367
20,200,350,16,20,4,1.0,9.396107,7.808069,11.67647
20,200,350,16,20,4,25.75,2.8950973,514.4004,9.204653
20,200,350,16,20,4,50.5,1.8590227,1204.5211,7.057124
20,200,350,16,20,4,75.25,1.5589502,1717.3503,5.6624537
20,200,350,16,20,4,100.0,1.4882878,2070.9636,4.905456
10,250,100,12,20,4,1.0,2.2922313,10.858692,3.9614675
10,250,100,12,20,4,25.75,24.148567,27.498665,4.104366
10,250,100,12,20,4,50.5,19.333775,64.99419,3.9602242
10,250,100,12,20,4,75.25,14.892876,124.25794,3.9139583
10,250,100,12,20,4,100.0,12.351679,199.89104,3.9295192
10,250,150,16,15,6,1.0,3.7191615,10.545072,6.2418694
10,250,150,16,15,6,25.75,10.248782,93.122284,5.898872
10,250,150,16,15,6,50.5,6.2246394,283.37335,5.5590663
10,250,150,16,15,6,75.25,4.6714525,550.6756,5.4407806
10,250,150,16,15,6,100.0,3.9401927,845.2965,5.300864
20,250,250,16,20,6,1.0,9.219169,5.692607,8.352628
20,250,250,16,20,6,25.75,5.2209005,230.95448,7.45272
20,250,250,16,20,6,50.5,3.0364661,699.4861,6.6938562
20,250,250,16,20,6,75.25,2.299843,1200.6108,5.840013
20,250,250,16,20,6,100.0,2.004304,1633.3469,5.210291
15,200,100,8,15,4,1.0,2.234511,9.139006,3.250136
15,200,100,8,15,4,25.75,30.656797,17.323702,3.282543
15,200,100,8,15,4,50.5,32.77293,30.975346,3.1993387
15,200,100,8,15,4,75.25,27.756012,54.68614,3.2103155
15,200,100,8,15,4,100.0,23.686031,86.324554,3.2542188
10,200,100,8,15,2,1.0,1.4210795,14.378947,3.2521124
10,200,100,8,15,2,25.75,20.45799,27.81879,3.5175817
10,200,100,8,15,2,50.5,25.243225,42.77817,3.403265
10,200,100,8,15,2,75.25,23.829304,67.58107,3.4060407
10,200,100,8,15,2,100.0,21.525724,100.3981,3.4395628
20,250,150,12,20,6,1.0,5.693823,5.2059484,4.717631
20,250,150,12,20,6,25.75,19.261126,38.706566,4.607967
20,250,150,12,20,6,50.5,11.556764,122.22329,4.451628
20,250,150,12,20,6,75.25,8.518226,245.01651,4.41426
20,250,150,12,20,6,100.0,6.9839354,395.84106,4.399883
15,200,100,8,20,2,1.0,2.1658454,9.293259,3.2034328
15,200,100,8,20,2,25.75,27.586777,19.629614,3.3470004
15,200,100,8,20,2,50.5,31.320446,33.175083,3.2746785
15,200,100,8,20,2,75.25,27.131632,57.31774,3.2891102
15,200,100,8,20,2,100.0,23.244856,90.07239,3.3322575
15,250,350,8,20,4,1.0,5.6872525,7.2058744,6.522428
15,250,350,8,20,4,25.75,9.3493395,105.91882,6.1206436
15,250,350,8,20,4,50.5,5.3922863,337.89374,5.7422442
15,250,350,8,20,4,75.25,4.0364194,650.24567,5.551205
15,250,350,8,20,4,100.0,3.4163048,981.77325,5.3381114
10,250,350,12,15,4,1.0,5.4896073,10.783638,9.421644
10,250,350,12,15,4,25.75,4.27607,297.42377,7.8607445
10,250,350,12,15,4,50.5,2.7006001,823.8411,7.011848
10,250,350,12,15,4,75.25,2.1504424,1348.8915,6.1350527
