tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
15,200,650,8,15,2,25.75,2.94589,517.2827,9.418623
15,200,650,8,15,2,50.5,1.9907128,1198.6692,7.520328
15,200,650,8,15,2,75.25,1.6774628,1760.9623,6.2476463
15,200,650,8,15,2,100.0,1.5605456,2177.3752,5.4079113
10,200,700,8,15,6,1.0,5.20609,14.689943,12.171717
10,200,700,8,15,6,25.75,2.5735292,599.01953,9.528252
10,200,700,8,15,6,50.5,1.7685076,1316.1914,7.335921
10,200,700,8,15,6,75.25,1.5306509,1849.8662,5.9886627
10,200,700,8,15,6,100.0,1.4653441,2211.1936,5.1568704
10,200,700,12,20,2,1.0,6.23293,16.84693,16.712185
10,200,700,12,20,2,25.75,1.495547,974.21893,9.00533
10,200,700,12,20,2,50.5,1.2376817,1549.7776,6.04515
10,200,700,12,20,2,75.25,1.2544514,1817.5432,4.8222766
10,200,700,12,20,2,100.0,1.3452371,1952.8171,4.181003
20,250,700,12,20,6,1.0,11.200869,8.561517,15.262386
20,250,700,12,20,6,25.75,1.5443877,916.947,8.752729
20,250,700,12,20,6,50.5,1.2409037,1498.3281,5.8596764
20,250,700,12,20,6,75.25,1.2492075,1765.393,4.6643324
20,250,700,12,20,6,100.0,1.339092,1893.871,4.0362754
10,200,100,4,20,2,1.0,1.0540503,14.565627,2.443491
10,200,100,4,20,2,25.75,19.446302,20.16373,2.4235442
10,200,100,4,20,2,50.5,29.476536,26.4355,2.455798
10,200,100,4,20,2,75.25,34.77975,33.13634,2.4374988
10,200,100,4,20,2,100.0,37.37646,40.42394,2.4046774
10,250,100,4,15,4,1.0,1.3900474,11.241791,2.4870543
10,250,100,4,15,4,25.75,26.4142,15.240071,2.488098
10,250,100,4,15,4,50.5,38.38895,20.639843,2.4971318
10,250,100,4,15,4,75.25,43.16375,26.965086,2.4616964
10,250,100,4,15,4,100.0,44.300262,34.310112,2.4190702
15,250,350,4,15,2,1.0,3.774388,7.2737484,4.369432
15,250,350,4,15,2,25.75,22.112652,31.289845,4.276489
15,250,350,4,15,2,50.5,15.783484,85.5367,4.2548485
15,250,350,4,15,2,75.25,11.8212595,168.06831,4.2020683
15,250,350,4,15,2,100.0,9.617576,271.57208,4.15691
15,200,100,20,15,4,1.0,4.145604,9.087087,5.995599
15,200,100,20,15,4,25.75,11.312557,83.12011,5.811791
